Node,AlgoValue,ExactValue,AbsDiff,PercError
205,0.4566760755379155,0.4566760755379103,5.218048215738236e-15,1.142614753705237e-12
261,0.3691098431055974,0.3691098431055958,1.609823385706477e-15,4.36136671989518e-13
260,0.36957301520061786,0.3695730152006163,1.5543122344752192e-15,4.2056973062048046e-13
202,0.3422991620687152,0.3422991620687141,1.1102230246251565e-15,3.243428987425588e-13
74,0.63831969,0.6383196900000002,2.220446049250313e-16,3.478579909152281e-14
165,0.48535250410515024,0.48535250410515,2.220446049250313e-16,4.574914171596116e-14
171,0.44465184686534853,0.4446518468653483,2.220446049250313e-16,4.993673285973598e-14
182,0.4135791866224129,0.41357918662241266,2.220446049250313e-16,5.3688534652434627e-14
72,0.33922925437329005,0.3392292543732902,1.6653345369377348e-16,4.90917135084461e-14
181,0.33922925437329005,0.3392292543732902,1.6653345369377348e-16,4.90917135084461e-14
298,0.33922925437329005,0.3392292543732902,1.6653345369377348e-16,4.90917135084461e-14
304,0.3236316666033552,0.32363166660335535,1.6653345369377348e-16,5.1457712850416994e-14
24,0.323071146780616,0.3230711467806161,1.1102230246251565e-16,3.4364660406491264e-14
71,0.27477569604236496,0.27477569604236507,1.1102230246251565e-16,4.040470247608732e-14
73,0.5170389489,0.5170389489000001,1.1102230246251565e-16,2.147271548859433e-14
75,0.7880489999999999,0.788049,1.1102230246251565e-16,1.4088248632066744e-14
98,0.3392292543732901,0.3392292543732902,1.1102230246251565e-16,3.272780900563073e-14
112,0.2595860719895414,0.2595860719895413,1.1102230246251565e-16,4.2768975088535846e-14
164,0.4762766190385618,0.4762766190385619,1.1102230246251565e-16,2.3310466654153914e-14
167,0.38811496384457056,0.38811496384457067,1.1102230246251565e-16,2.8605519705490415e-14
170,0.3952279588256389,0.395227958825639,1.1102230246251565e-16,2.8090700564909902e-14
186,0.469520088704539,0.4695200887045391,1.1102230246251565e-16,2.3645911034145352e-14
203,0.31248508975120043,0.3124850897512003,1.1102230246251565e-16,3.5528831967922464e-14
206,0.33836316564771823,0.33836316564771834,1.1102230246251565e-16,3.2811580495172705e-14
208,0.277355647248723,0.2773556472487229,1.1102230246251565e-16,4.002885953966342e-14
287,0.469520088704539,0.4695200887045391,1.1102230246251565e-16,2.3645911034145352e-14
297,0.38497363390877304,0.38497363390877315,1.1102230246251565e-16,2.8838936665679425e-14
70,0.2225683137943156,0.2225683137943157,8.326672684688674e-17,3.741176155193271e-14
180,0.2225683137943156,0.2225683137943157,8.326672684688674e-17,3.741176155193271e-14
259,0.2225683137943156,0.2225683137943157,8.326672684688674e-17,3.741176155193271e-14
25,0.26168762889229896,0.261687628892299,5.551115123125783e-17,2.1212753337340288e-14
69,0.18028033417339565,0.1802803341733957,5.551115123125783e-17,3.079157329377178e-14
92,0.18028033417339565,0.1802803341733957,5.551115123125783e-17,3.079157329377178e-14
93,0.25675904253967047,0.2567590425396705,5.551115123125783e-17,2.161994011279314e-14
99,0.274775696042365,0.27477569604236507,5.551115123125783e-17,2.020235123804366e-14
101,0.28529982704183166,0.2852998270418317,5.551115123125783e-17,1.9457127544321496e-14
104,0.274775696042365,0.27477569604236507,5.551115123125783e-17,2.020235123804366e-14
109,0.26168762889229896,0.261687628892299,5.551115123125783e-17,2.1212753337340288e-14
113,0.18028033417339565,0.1802803341733957,5.551115123125783e-17,3.079157329377178e-14
145,0.41880154860900004,0.4188015486090001,5.551115123125783e-17,1.325476264728045e-14
169,0.4179025436259011,0.4179025436259012,5.551115123125783e-17,1.3283276706004069e-14
193,0.31556272931031504,0.3155627293103151,5.551115123125783e-17,1.7591162097178402e-14
213,0.30805213019904815,0.3080521301990481,5.551115123125783e-17,1.8020051085311197e-14
241,0.3411919567526934,0.34119195675269337,5.551115123125783e-17,1.6269771350880364e-14
258,0.26534612339682884,0.2653461233968288,5.551115123125783e-17,2.0920279716406534e-14
262,0.25634471950083215,0.2563447195008321,5.551115123125783e-17,2.1654883837417073e-14
268,0.21669132195444238,0.21669132195444232,5.551115123125783e-17,2.561761621581164e-14
305,0.42817284206063616,0.4281728420606361,5.551115123125783e-17,1.2964659543586037e-14
26,0.21196697940276216,0.21196697940276218,2.7755575615628914e-17,1.309429218354339e-14
27,0.17169325331623736,0.1716932533162374,2.7755575615628914e-17,1.616579281918937e-14
28,0.13907153518615226,0.13907153518615228,2.7755575615628914e-17,1.9957768912579465e-14
